"Country or Area","Year(s)","Value","Value Footnotes"
"Ireland","1998","3707",""
"Ireland","1997","3670",""
"Ireland","1996","3638",""
"Ireland","1995","3611",""
"Ireland","1994","3587",""
"Ireland","1993","3566",""
"Ireland","1992","3549",""
"Ireland","1991","3538",""
"Ireland","1990","3531",""
"Israel","2012","7644",""
"Israel","2011","7542",""
"Israel","2010","7420",""
"Israel","2009","7274",""
"Israel","2008","7107",""
"Israel","2007","6930",""
"Israel","2006","6759",""
"Israel","2005","6604",""
"Israel","2004","6468",""
"Israel","2003","6349",""
"Israel","2002","6239",""
"Israel","2001","6130",""
"Israel","2000","6014",""
"Israel","1999","5891",""
"Israel","1998","5764",""
"Israel","1997","5630",""
"Israel","1996","5486",""
"Israel","1995","5332",""
"Israel","1994","5164",""
"Israel","1993","4986",""
"Israel","1992","4807",""
"Israel","1991","4642",""
"Israel","1990","4499",""
"Italy","2012","60885",""
"Italy","2011","60729",""
"Italy","2010","60509",""
"Italy","2009","60220",""
"Italy","2008","59874",""
"Italy","2007","59485",""
"Italy","2006","59078",""
"Italy","2005","58672",""
"Italy","2004","58267",""
"Italy","2003","57868",""
"Italy","2002","57501",""
"Italy","2001","57200",""
"Italy","2000","56986",""
"Italy","1999","56873",""
"Italy","1998","56850",""
"Italy","1997","56887",""
"Italy","1996","56937",""
"Italy","1995","56967",""
"Italy","1994","56964",""
"Italy","1993","56937",""
"Italy","1992","56894",""
"Italy","1991","56855",""
"Italy","1990","56832",""
"Jamaica","2012","2769",""
"Jamaica","2011","2755",""
"Jamaica","2010","2741",""
"Jamaica","2009","2730",""
"Jamaica","2008","2719",""
"Jamaica","2007","2708",""
"Jamaica","2006","2696",""
"Jamaica","2005","2682",""
"Jamaica","2004","2666",""
"Jamaica","2003","2647",""
"Jamaica","2002","2627",""
"Jamaica","2001","2605",""
"Jamaica","2000","2582",""
"Jamaica","1999","2559",""
"Jamaica","1998","2534",""
"Jamaica","1997","2509",""
"Jamaica","1996","2485",""
"Jamaica","1995","2462",""
"Jamaica","1994","2440",""
"Jamaica","1993","2419",""
"Jamaica","1992","2399",""
"Jamaica","1991","2381",""
"Jamaica","1990","2365",""
"Japan","2012","127000",""
"Japan","2011","127000",""
"Japan","2010","127000",""
"Japan","2009","127000",""
"Japan","2008","127000",""
"Japan","2007","127000",""
"Japan","2006","127000",""
"Japan","2005","127000",""
"Japan","2004","127000",""
"Japan","2003","127000",""
"Japan","2002","126000",""
"Japan","2001","126000",""
"Japan","2000","126000",""
"Japan","1999","126000",""
"Japan","1998","125000",""
"Japan","1997","125000",""
"Japan","1996","125000",""
"Japan","1995","125000",""
"Japan","1994","124000",""
"Japan","1993","124000",""
"Japan","1992","123000",""
"Japan","1991","123000",""
"Japan","1990","122000",""
"Jordan","2012","7009",""
"Jordan","2011","6731",""
"Jordan","2010","6455",""
"Jordan","2009","6181",""
"Jordan","2008","5911",""
"Jordan","2007","5656",""
"Jordan","2006","5429",""
"Jordan","2005","5239",""
"Jordan","2004","5092",""
"Jordan","2003","4984",""
"Jordan","2002","4903",""
"Jordan","2001","4835",""
"Jordan","2000","4767",""
"Jordan","1999","4699",""
"Jordan","1998","4631",""
"Jordan","1997","4552",""
"Jordan","1996","4451",""
"Jordan","1995","4320",""
"Jordan","1994","4154",""
"Jordan","1993","3956",""
"Jordan","1992","3743",""
"Jordan","1991","3538",""
"Jordan","1990","3358",""
"Kazakhstan","2012","16271",""
"Kazakhstan","2011","16098",""
"Kazakhstan","2010","15921",""
"Kazakhstan","2009","15744",""
"Kazakhstan","2008","15568",""
"Kazakhstan","2007","15396",""
"Kazakhstan","2006","15227",""
"Kazakhstan","2005","15064",""
"Kazakhstan","2004","14902",""
"Kazakhstan","2003","14748",""
"Kazakhstan","2002","14623",""
"Kazakhstan","2001","14559",""
"Kazakhstan","2000","14576",""
"Kazakhstan","1999","14680",""
"Kazakhstan","1998","14858",""
"Kazakhstan","1997","15086",""
"Kazakhstan","1996","15326",""
"Kazakhstan","1995","15550",""
"Kazakhstan","1994","15751",""
"Kazakhstan","1993","15930",""
"Kazakhstan","1992","16070",""
"Kazakhstan","1991","16155",""
"Kazakhstan","1990","16172",""
"Kenya","2012","43178",""
"Kenya","2011","42028",""
"Kenya","2010","40909",""
"Kenya","2009","39825",""
"Kenya","2008","38773",""
"Kenya","2007","37752",""
"Kenya","2006","36757",""
"Kenya","2005","35786",""
"Kenya","2004","34835",""
"Kenya","2003","33905",""
"Kenya","2002","33001",""
"Kenya","2001","32126",""
"Kenya","2000","31285",""
"Kenya","1999","30479",""
"Kenya","1998","29702",""
"Kenya","1997","28944",""
"Kenya","1996","28186",""
"Kenya","1995","27418",""
"Kenya","1994","26635",""
"Kenya","1993","25839",""
"Kenya","1992","25037",""
"Kenya","1991","24237",""
"Kenya","1990","23446",""
"Kiribati","2012","101",""
"Kiribati","2011","99",""
"Kiribati","2010","98",""
"Kiribati","2009","96",""
"Kiribati","2008","95",""
"Kiribati","2007","93",""
"Kiribati","2006","92",""
"Kiribati","2005","90",""
"Kiribati","2004","89",""
"Kiribati","2003","87",""
"Kiribati","2002","86",""
"Kiribati","2001","84",""
"Kiribati","2000","83",""
"Kiribati","1999","81",""
"Kiribati","1998","80",""
"Kiribati","1997","79",""
"Kiribati","1996","78",""
"Kiribati","1995","76",""
"Kiribati","1994","75",""
"Kiribati","1993","74",""
"Kiribati","1992","73",""
"Kiribati","1991","72",""
"Kiribati","1990","71",""
"Kuwait","2012","3250",""
"Kuwait","2011","3125",""
"Kuwait","2010","2992",""
"Kuwait","2009","2850",""
"Kuwait","2008","2702",""
"Kuwait","2007","2555",""
"Kuwait","2006","2417",""
"Kuwait","2005","2296",""
"Kuwait","2004","2196",""
"Kuwait","2003","2116",""
"Kuwait","2002","2048",""
"Kuwait","2001","1981",""
"Kuwait","2000","1906",""
"Kuwait","1999","1818",""
"Kuwait","1998","1722",""
"Kuwait","1997","1636",""
"Kuwait","1996","1585",""
"Kuwait","1995","1586",""
"Kuwait","1994","1648",""
"Kuwait","1993","1759",""
"Kuwait","1992","1890",""
"Kuwait","1991","2000",""
"Kuwait","1990","2060",""
"Kyrgyzstan","2012","5474",""
"Kyrgyzstan","2011","5403",""
"Kyrgyzstan","2010","5334",""
"Kyrgyzstan","2009","5265",""
"Kyrgyzstan","2008","5197",""
"Kyrgyzstan","2007","5134",""
"Kyrgyzstan","2006","5082",""
"Kyrgyzstan","2005","5042",""
"Kyrgyzstan","2004","5019",""
"Kyrgyzstan","2003","5009",""
"Kyrgyzstan","2002","5003",""
"Kyrgyzstan","2001","4988",""
"Kyrgyzstan","2000","4955",""
"Kyrgyzstan","1999","4899",""
"Kyrgyzstan","1998","4824",""
"Kyrgyzstan","1997","4739",""
"Kyrgyzstan","1996","4659",""
"Kyrgyzstan","1995","4592",""
"Kyrgyzstan","1994","4543",""
"Kyrgyzstan","1993","4507",""
"Kyrgyzstan","1992","4476",""
"Kyrgyzstan","1991","4442",""
"Kyrgyzstan","1990","4395",""
"Lao People's Democratic Republic","2012","6646",""
"Lao People's Democratic Republic","2011","6521",""
"Lao People's Democratic Republic","2010","6396",""
"Lao People's Democratic Republic","2009","6268",""
"Lao People's Democratic Republic","2008","6139",""
"Lao People's Democratic Republic","2007","6013",""
"Lao People's Democratic Republic","2006","5896",""
"Lao People's Democratic Republic","2005","5791",""
"Lao People's Democratic Republic","2004","5699",""
"Lao People's Democratic Republic","2003","5619",""
"Lao People's Democratic Republic","2002","5545",""
"Lao People's Democratic Republic","2001","5470",""
"Lao People's Democratic Republic","2000","5388",""
"Lao People's Democratic Republic","1999","5298",""
"Lao People's Democratic Republic","1998","5201",""
"Lao People's Democratic Republic","1997","5097",""
"Lao People's Democratic Republic","1996","4987",""
"Lao People's Democratic Republic","1995","4871",""
"Lao People's Democratic Republic","1994","4751",""
"Lao People's Democratic Republic","1993","4626",""
"Lao People's Democratic Republic","1992","4498",""
"Lao People's Democratic Republic","1991","4370",""
"Lao People's Democratic Republic","1990","4245",""
"Latvia","2012","2060",""
"Latvia","2011","2073",""
"Latvia","2010","2091",""
"Latvia","2009","2112",""
"Latvia","2008","2138",""
"Latvia","2007","2167",""
"Latvia","2006","2197",""
"Latvia","2005","2228",""
"Latvia","2004","2258",""
"Latvia","2003","2288",""
"Latvia","2002","2317",""
"Latvia","2001","2345",""
"Latvia","2000","2371",""
"Latvia","1999","2395",""
"Latvia","1998","2415",""
"Latvia","1997","2435",""
"Latvia","1996","2458",""
"Latvia","1995","2488",""
"Latvia","1994","2525",""
"Latvia","1993","2569",""
"Latvia","1992","2611",""
"Latvia","1991","2645",""
"Latvia","1990","2664",""
"Lebanon","2012","4647",""
"Lebanon","2011","4478",""
"Lebanon","2010","4341",""
"Lebanon","2009","4247",""
"Lebanon","2008","4186",""
"Lebanon","2007","4140",""
"Lebanon","2006","4080",""
"Lebanon","2005","3987",""
"Lebanon","2004","3854",""
"Lebanon","2003","3690",""
"Lebanon","2002","3516",""
"Lebanon","2001","3358",""
"Lebanon","2000","3235",""
"Lebanon","1999","3157",""
"Lebanon","1998","3114",""
"Lebanon","1997","3093",""
"Lebanon","1996","3071",""
"Lebanon","1995","3033",""
"Lebanon","1994","2975",""
"Lebanon","1993","2901",""
"Lebanon","1992","2822",""
"Lebanon","1991","2752",""
"Lebanon","1990","2703",""
"Lesotho","2012","2052",""
"Lesotho","2011","2030",""
"Lesotho","2010","2009",""
"Lesotho","2009","1990",""
"Lesotho","2008","1972",""
"Lesotho","2007","1956",""
"Lesotho","2006","1940",""
"Lesotho","2005","1926",""
"Lesotho","2004","1912",""
"Lesotho","2003","1899",""
"Lesotho","2002","1885",""
"Lesotho","2001","1872",""
"Lesotho","2000","1856",""
"Lesotho","1999","1840",""
"Lesotho","1998","1822",""
"Lesotho","1997","1802",""
"Lesotho","1996","1779",""
"Lesotho","1995","1754",""
"Lesotho","1994","1725",""
"Lesotho","1993","1693",""
"Lesotho","1992","1660",""
"Lesotho","1991","1628",""
"Lesotho","1990","1598",""
"Liberia","2012","4190",""
"Liberia","2011","4080",""
"Liberia","2010","3958",""
"Liberia","2009","3821",""
"Liberia","2008","3673",""
"Liberia","2007","3522",""
"Liberia","2006","3385",""
"Liberia","2005","3270",""
"Liberia","2004","3185",""
"Liberia","2003","3124",""
"Liberia","2002","3071",""
"Liberia","2001","2999",""
"Liberia","2000","2892",""
"Liberia","1999","2742",""
"Liberia","1998","2558",""
"Liberia","1997","2365",""
"Liberia","1996","2198",""
"Liberia","1995","2080",""
"Liberia","1994","2019",""
"Liberia","1993","2006",""
"Liberia","1992","2029",""
"Liberia","1991","2066",""
"Liberia","1990","2103",""
"Libya","2012","6155",""
"Libya","2011","6103",""
"Libya","2010","6041",""
"Libya","2009","5964",""
"Libya","2008","5877",""
"Libya","2007","5782",""
"Libya","2006","5686",""
"Libya","2005","5594",""
"Libya","2004","5507",""
"Libya","2003","5423",""
"Libya","2002","5340",""
"Libya","2001","5259",""
"Libya","2000","5176",""
"Libya","1999","5093",""
"Libya","1998","5009",""
"Libya","1997","4924",""
"Libya","1996","4837",""
"Libya","1995","4748",""
"Libya","1994","4654",""
"Libya","1993","4558",""
"Libya","1992","4459",""
"Libya","1991","4360",""
"Libya","1990","4260",""
"Lithuania","2012","3028",""
"Lithuania","2011","3044",""
"Lithuania","2010","3068",""
"Lithuania","2009","3102",""
"Lithuania","2008","3143",""
"Lithuania","2007","3190",""
"Lithuania","2006","3239",""
"Lithuania","2005","3287",""
"Lithuania","2004","3333",""
"Lithuania","2003","3378",""
"Lithuania","2002","3421",""
"Lithuania","2001","3462",""
"Lithuania","2000","3498",""
"Lithuania","1999","3531",""
"Lithuania","1998","3559",""
"Lithuania","1997","3583",""
"Lithuania","1996","3606",""
"Lithuania","1995","3628",""
"Lithuania","1994","3650",""
"Lithuania","1993","3672",""
"Lithuania","1992","3689",""
"Lithuania","1991","3699",""
"Lithuania","1990","3697",""
"Luxembourg","2012","524",""
"Luxembourg","2011","516",""
"Luxembourg","2010","508",""
"Luxembourg","2009","498",""
"Luxembourg","2008","487",""
"Luxembourg","2007","476",""
"Luxembourg","2006","466",""
"Luxembourg","2005","458",""
"Luxembourg","2004","452",""
"Luxembourg","2003","447",""
"Luxembourg","2002","444",""
"Luxembourg","2001","440",""
"Luxembourg","2000","436",""
"Luxembourg","1999","431",""
"Luxembourg","1998","426",""
"Luxembourg","1997","420",""
"Luxembourg","1996","414",""
"Luxembourg","1995","408",""
"Luxembourg","1994","402",""
"Luxembourg","1993","397",""
"Luxembourg","1992","391",""
"Luxembourg","1991","386",""
"Luxembourg","1990","382",""
"Madagascar","2012","22294",""
"Madagascar","2011","21679",""
"Madagascar","2010","21080",""
"Madagascar","2009","20496",""
"Madagascar","2008","19927",""
"Madagascar","2007","19371",""
"Madagascar","2006","18826",""
"Madagascar","2005","18290",""
"Madagascar","2004","17763",""
"Madagascar","2003","17245",""
"Madagascar","2002","16736",""
"Madagascar","2001","16236",""
"Madagascar","2000","15745",""
"Madagascar","1999","15263",""
"Madagascar","1998","14790",""
"Madagascar","1997","14329",""
"Madagascar","1996","13883",""
"Madagascar","1995","13453",""
"Madagascar","1994","13040",""
"Madagascar","1993","12644",""
"Madagascar","1992","12264",""
"Madagascar","1991","11898",""
"Madagascar","1990","11546",""
"Malawi","2012","15906",""
"Malawi","2011","15458",""
"Malawi","2010","15014",""
"Malawi","2009","14573",""
"Malawi","2008","14138",""
"Malawi","2007","13714",""
"Malawi","2006","13308",""
"Malawi","2005","12925",""
"Malawi","2004","12569",""
"Malawi","2003","12239",""
"Malawi","2002","11927",""
"Malawi","2001","11623",""
"Malawi","2000","11321",""
"Malawi","1999","11013",""
"Malawi","1998","10700",""
"Malawi","1997","10404",""
"Malawi","1996","10153",""
"Malawi","1995","9964",""
"Malawi","1994","9852",""
"Malawi","1993","9801",""
"Malawi","1992","9759",""
"Malawi","1991","9658",""
"Malawi","1990","9447",""
"Malaysia","2012","29240",""
"Malaysia","2011","28759",""
"Malaysia","2010","28276",""
"Malaysia","2009","27790",""
"Malaysia","2008","27302",""
"Malaysia","2007","26814",""
"Malaysia","2006","26327",""
"Malaysia","2005","25843",""
"Malaysia","2004","25365",""
"Malaysia","2003","24891",""
"Malaysia","2002","24414",""
"Malaysia","2001","23926",""
"Malaysia","2000","23421",""
"Malaysia","1999","22896",""
"Malaysia","1998","22355",""
"Malaysia","1997","21806",""
"Malaysia","1996","21260",""
"Malaysia","1995","20725",""
"Malaysia","1994","20207",""
"Malaysia","1993","19701",""
"Malaysia","1992","19205",""
"Malaysia","1991","18710",""
"Malaysia","1990","18211",""
"Maldives","2012","338",""
"Maldives","2011","332",""
"Maldives","2010","326",""
"Maldives","2009","320",""
"Maldives","2008","314",""
"Maldives","2007","308",""
"Maldives","2006","303",""
"Maldives","2005","298",""
"Maldives","2004","293",""
"Maldives","2003","288",""
"Maldives","2002","283",""
"Maldives","2001","278",""
"Maldives","2000","273",""
"Maldives","1999","267",""
"Maldives","1998","262",""
"Maldives","1997","256",""
"Maldives","1996","251",""
"Maldives","1995","245",""
"Maldives","1994","239",""
"Maldives","1993","234",""
"Maldives","1992","228",""
"Maldives","1991","222",""
"Maldives","1990","216",""
"Mali","2012","14854",""
"Mali","2011","14417",""
"Mali","2010","13986",""
"Mali","2009","13559",""
"Mali","2008","13138",""
"Mali","2007","12726",""
"Mali","2006","12326",""
"Mali","2005","11941",""
"Mali","2004","11573",""
"Mali","2003","11220",""
"Mali","2002","10883",""
"Mali","2001","10563",""
"Mali","2000","10261",""
"Mali","1999","9977",""
"Mali","1998","9712",""
"Mali","1997","9462",""
"Mali","1996","9222",""
"Mali","1995","8989",""
"Mali","1994","8759",""
"Mali","1993","8535",""
"Mali","1992","8323",""
"Mali","1991","8130",""
"Mali","1990","7964",""
"Malta","2012","428",""
"Malta","2011","426",""
"Malta","2010","425",""
"Malta","2009","423",""
"Malta","2008","421",""
"Malta","2007","419",""
"Malta","2006","417",""
"Malta","2005","415",""
"Malta","2004","413",""
"Malta","2003","412",""
"Malta","2002","410",""
"Malta","2001","409",""
"Malta","2000","408",""
"Malta","1999","406",""
"Malta","1998","404",""
"Malta","1997","401",""
"Malta","1996","399",""
"Malta","1995","396",""
"Malta","1994","392",""
"Malta","1993","388",""
"Malta","1992","384",""
"Malta","1991","380",""
"Malta","1990","375",""
"Marshall Islands","2012","53",""
"Marshall Islands","2011","52",""
"Marshall Islands","2010","52",""
"Marshall Islands","2009","52",""
"Marshall Islands","2008","52",""
"Marshall Islands","2007","52",""
"Marshall Islands","2006","52",""
"Marshall Islands","2005","52",""
"Marshall Islands","2004","52",""
"Marshall Islands","2003","52",""
"Marshall Islands","2002","52",""
"Marshall Islands","2001","52",""
"Marshall Islands","2000","52",""
"Marshall Islands","1999","52",""
"Marshall Islands","1998","52",""
"Marshall Islands","1997","52",""
"Marshall Islands","1996","51",""
"Marshall Islands","1995","51",""
"Marshall Islands","1994","51",""
"Marshall Islands","1993","50",""
"Marshall Islands","1992","49",""
"Marshall Islands","1991","48",""
"Marshall Islands","1990","47",""
"Mauritania","2012","3796",""
"Mauritania","2011","3703",""
"Mauritania","2010","3609",""
"Mauritania","2009","3516",""
"Mauritania","2008","3423",""
"Mauritania","2007","3330",""
"Mauritania","2006","3238",""
"Mauritania","2005","3146",""
"Mauritania","2004","3055",""
"Mauritania","2003","2966",""
"Mauritania","2002","2877",""
"Mauritania","2001","2791",""
"Mauritania","2000","2708",""
"Mauritania","1999","2628",""
"Mauritania","1998","2550",""
"Mauritania","1997","2476",""
"Mauritania","1996","2404",""
"Mauritania","1995","2334",""
"Mauritania","1994","2267",""
"Mauritania","1993","2203",""
"Mauritania","1992","2141",""
"Mauritania","1991","2081",""
"Mauritania","1990","2024",""
"Mauritius","2012","1240",""
"Mauritius","2011","1235",""
"Mauritius","2010","1231",""
"Mauritius","2009","1227",""
"Mauritius","2008","1223",""
"Mauritius","2007","1220",""
"Mauritius","2006","1217",""
"Mauritius","2005","1213",""
"Mauritius","2004","1209",""
"Mauritius","2003","1204",""
"Mauritius","2002","1199",""
"Mauritius","2001","1193",""
"Mauritius","2000","1185",""
"Mauritius","1999","1176",""
"Mauritius","1998","1166",""
"Mauritius","1997","1155",""
"Mauritius","1996","1142",""
"Mauritius","1995","1129",""
"Mauritius","1994","1114",""
"Mauritius","1993","1098",""
"Mauritius","1992","1083",""
"Mauritius","1991","1068",""
"Mauritius","1990","1056",""
"Mexico","2012","121000",""
"Mexico","2011","119000",""
"Mexico","2010","118000",""
"Mexico","2009","116000",""
"Mexico","2008","115000",""
"Mexico","2007","114000",""
"Mexico","2006","112000",""
"Mexico","2005","111000",""
"Mexico","2004","109000",""
"Mexico","2003","108000",""
"Mexico","2002","107000",""
"Mexico","2001","105000",""
"Mexico","2000","104000",""
"Mexico","1999","102000",""
"Mexico","1998","101000",""
"Mexico","1997","98969",""
"Mexico","1996","97202",""
"Mexico","1995","95393",""
"Mexico","1994","93542",""
"Mexico","1993","91654",""
"Mexico","1992","89758",""
"Mexico","1991","87890",""
"Mexico","1990","86077",""
"Micronesia (Federated States of)","2012","103",""
"Micronesia (Federated States of)","2011","103",""
"Micronesia (Federated States of)","2010","104",""
"Micronesia (Federated States of)","2009","104",""
"Micronesia (Federated States of)","2008","105",""
"Micronesia (Federated States of)","2007","105",""
"Micronesia (Federated States of)","2006","106",""
"Micronesia (Federated States of)","2005","106",""
"Micronesia (Federated States of)","2004","107",""
"Micronesia (Federated States of)","2003","107",""
"Micronesia (Federated States of)","2002","107",""
"Micronesia (Federated States of)","2001","107",""
"Micronesia (Federated States of)","2000","107",""
"Micronesia (Federated States of)","1999","108",""
"Micronesia (Federated States of)","1998","108",""
"Micronesia (Federated States of)","1997","109",""
"Micronesia (Federated States of)","1996","108",""
"Micronesia (Federated States of)","1995","108",""
"Micronesia (Federated States of)","1994","106",""
"Micronesia (Federated States of)","1993","104",""
"Micronesia (Federated States of)","1992","101",""
"Micronesia (Federated States of)","1991","99",""
"Micronesia (Federated States of)","1990","96",""
"Monaco","2012","38",""
"Monaco","2011","37",""
"Monaco","2010","37",""
"Monaco","2009","36",""
"Monaco","2008","36",""
"Monaco","2007","35",""
"Monaco","2006","34",""
"Monaco","2005","34",""
"Monaco","2004","33",""
"Monaco","2003","33",""
"Monaco","2002","33",""
"Monaco","2001","32",""
"Monaco","2000","32",""
"Monaco","1999","32",""
"Monaco","1998","32",""
"Monaco","1997","31",""
"Monaco","1996","31",""
"Monaco","1995","31",""
"Monaco","1994","30",""
"Monaco","1993","30",""
"Monaco","1992","30",""
"Monaco","1991","30",""
"Monaco","1990","29",""
"Mongolia","2012","2796",""
"Mongolia","2011","2754",""
"Mongolia","2010","2713",""
"Mongolia","2009","2672",""
"Mongolia","2008","2633",""
"Mongolia","2007","2595",""
"Mongolia","2006","2559",""
"Mongolia","2005","2527",""
"Mongolia","2004","2496",""
"Mongolia","2003","2469",""
"Mongolia","2002","2443",""
"Mongolia","2001","2420",""
"Mongolia","2000","2397",""
"Mongolia","1999","2376",""
"Mongolia","1998","2356",""
"Mongolia","1997","2336",""
"Mongolia","1996","2317",""
"Mongolia","1995","2298",""
"Mongolia","1994","2281",""
"Mongolia","1993","2263",""
"Mongolia","1992","2244",""
"Mongolia","1991","2218",""
"Mongolia","1990","2184",""
"Montenegro","2012","621",""
"Montenegro","2011","621",""
"Montenegro","2010","620",""
"Montenegro","2009","619",""
"Montenegro","2008","619",""
"Montenegro","2007","618",""
"Montenegro","2006","617",""
"Montenegro","2005","616",""
"Montenegro","2004","615",""
"Montenegro","2003","613",""
"Montenegro","2002","612",""
"Montenegro","2001","612",""
"Montenegro","2000","611",""
"Montenegro","1999","611",""
"Montenegro","1998","612",""
"Montenegro","1997","613",""
"Montenegro","1996","614",""
"Montenegro","1995","615",""
"Montenegro","1994","616",""
"Montenegro","1993","616",""
"Montenegro","1992","617",""
"Montenegro","1991","616",""
"Montenegro","1990","615",""
"Morocco","2012","32521",""
"Morocco","2011","32059",""
"Morocco","2010","31642",""
"Morocco","2009","31277",""
"Morocco","2008","30955",""
"Morocco","2007","30667",""
"Morocco","2006","30395",""
"Morocco","2005","30125",""
"Morocco","2004","29856",""
"Morocco","2003","29587",""
"Morocco","2002","29311",""
"Morocco","2001","29021",""
"Morocco","2000","28710",""
"Morocco","1999","28374",""
"Morocco","1998","28014",""
"Morocco","1997","27632",""
"Morocco","1996","27237",""
"Morocco","1995","26833",""
"Morocco","1994","26421",""
"Morocco","1993","26000",""
"Morocco","1992","25570",""
"Morocco","1991","25128",""
"Morocco","1990","24675",""
"Mozambique","2012","25203",""
"Mozambique","2011","24581",""
"Mozambique","2010","23967",""
"Mozambique","2009","23361",""
"Mozambique","2008","22763",""
"Mozambique","2007","22171",""
"Mozambique","2006","21587",""
"Mozambique","2005","21010",""
"Mozambique","2004","20439",""
"Mozambique","2003","19873",""
"Mozambique","2002","19320",""
"Mozambique","2001","18786",""
"Mozambique","2000","18276",""
"Mozambique","1999","17798",""
"Mozambique","1998","17351",""
"Mozambique","1997","16915",""
"Mozambique","1996","16463",""
"Mozambique","1995","15982",""
"Mozambique","1994","15453",""
"Mozambique","1993","14893",""
"Mozambique","1992","14350",""
"Mozambique","1991","13894",""
"Mozambique","1990","13568",""
"Myanmar","2012","52797",""
"Myanmar","2011","52351",""
"Myanmar","2010","51931",""
"Myanmar","2009","51540",""
"Myanmar","2008","51174",""
"Myanmar","2007","50829",""
"Myanmar","2006","50500",""
"Myanmar","2005","50181",""
"Myanmar","2004","49875",""
"Myanmar","2003","49577",""
"Myanmar","2002","49261",""
"Myanmar","2001","48894",""
"Myanmar","2000","48453",""
"Myanmar","1999","47926",""
"Myanmar","1998","47321",""
"Myanmar","1997","46664",""
"Myanmar","1996","45992",""
"Myanmar","1995","45330",""
"Myanmar","1994","44686",""
"Myanmar","1993","44053",""
"Myanmar","1992","43422",""
"Myanmar","1991","42782",""
"Myanmar","1990","42123",""
"Namibia","2012","2259",""
"Namibia","2011","2218",""
"Namibia","2010","2179",""
"Namibia","2009","2143",""
"Namibia","2008","2111",""
"Namibia","2007","2081",""
"Namibia","2006","2053",""
"Namibia","2005","2027",""
"Namibia","2004","2003",""
"Namibia","2003","1981",""
"Namibia","2002","1958",""
"Namibia","2001","1931",""
"Namibia","2000","1898",""
"Namibia","1999","1857",""
"Namibia","1998","1810",""
"Namibia","1997","1758",""
"Namibia","1996","1705",""
"Namibia","1995","1654",""
"Namibia","1994","1606",""
"Namibia","1993","1559",""
"Namibia","1992","1514",""
"Namibia","1991","1466",""
"Namibia","1990","1415",""
"Nauru","2012","10",""
"Nauru","2011","10",""
"Nauru","2010","10",""
"Nauru","2009","10",""
"Nauru","2008","10",""
"Nauru","2007","10",""
"Nauru","2006","10",""
"Nauru","2005","10",""
"Nauru","2004","10",""
"Nauru","2003","10",""
"Nauru","2002","10",""
"Nauru","2001","10",""
"Nauru","2000","10",""
"Nauru","1999","10",""
"Nauru","1998","10",""
"Nauru","1997","10",""
"Nauru","1996","10",""
"Nauru","1995","10",""
"Nauru","1994","10",""
"Nauru","1993","10",""
"Nauru","1992","10",""
"Nauru","1991","9",""
"Nauru","1990","9",""
"Nepal","2012","27474",""
"Nepal","2011","27156",""
"Nepal","2010","26846",""
"Nepal","2009","26545",""
"Nepal","2008","26249",""
"Nepal","2007","25950",""
"Nepal","2006","25634",""
"Nepal","2005","25292",""
"Nepal","2004","24922",""
"Nepal","2003","24526",""
